rank,titulo,url,url_mobile,resumo,extract_html,thumbnail,thumbnail_width,thumbnail_height,originalimage,originalimage_width,originalimage_height,lang,dir,timestamp,description,coordinates,snippet,size,wordcount,titlesnippet,sectiontitle,termo,idioma
21,Dark web,https://pt.wikipedia.org/wiki/Dark_web,https://pt.wikipedia.org/wiki/Dark_web,"O termo Internet obscura ou rede maligna refere-se a servidores de rede disponíveis na Internet, acessíveis somente através de ferramentas, configurações ou autorizações específicas que dão um elevado nível de anonimato tanto a quem publica os conteúdos como a quem os consulta. A dark web forma uma parte pequena da Deep web, a parte da rede que não está indexada pelas ferramentas de busca, apesar de algumas vezes o termo Deep web ser usado de maneira equívoca para se referir especificamente à dark web.","<p>O termo <b>Internet obscura</b> ou <b>rede maligna</b> refere-se a servidores de rede disponíveis na Internet, acessíveis somente através de ferramentas, configurações ou autorizações específicas que dão um elevado nível de anonimato tanto a quem publica os conteúdos como a quem os consulta. A <i>dark web</i> forma uma parte pequena da <i>Deep web</i>, a parte da rede que não está indexada pelas ferramentas de busca, apesar de algumas vezes o termo <i>Deep web</i> ser usado de maneira equívoca para se referir especificamente à <i>dark web</i>.</p>",,0,0,,0,0,pt,ltr,2025-10-18T22:13:32Z,parte da World Wide Web que só é acessível através de darknets,,"no uso de <span class=""searchmatch"">Bitcoin</span> para fins de lavagem de dinheiro. Uma abordagem comum era usar um serviço de troca de moeda digital que convertia <span class=""searchmatch"">Bitcoin</span> em uma moeda",37508,4643,,,bitcoin,pt
22,Mt. Gox,https://pt.wikipedia.org/wiki/Mt._Gox,https://pt.wikipedia.org/wiki/Mt._Gox,"Mt. Gox foi uma corretora de bitcoin com sede em Shibuya, Tóquio, Japão. Lançada em 2010, ela era responsável por mais de 70% de todas as transações com Bitcoin (BTC) em todo o mundo até o início de 2014, quando cessou abruptamente suas operações em meio a revelações de seu envolvimento na perda/roubo de centenas de milhares de bitcoins, então avaliados em centenas de milhões em Dólares americanos.","<p><b>Mt. Gox</b> foi uma corretora de bitcoin com sede em Shibuya, Tóquio, Japão. Lançada em 2010, ela era responsável por mais de 70% de todas as transações com Bitcoin (BTC) em todo o mundo até o início de 2014, quando cessou abruptamente suas operações em meio a revelações de seu envolvimento na perda/roubo de centenas de milhares de bitcoins, então avaliados em centenas de milhões em Dólares americanos.</p>",https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/MtGox.png/330px-MtGox.png,320,151,https://upload.wikimedia.org/wikipedia/commons/d/dc/MtGox.png,565,266,pt,ltr,2023-09-13T09:11:01Z,,,"corretora de <span class=""searchmatch"">bitcoin</span> com sede em Shibuya, Tóquio, Japão . Lançada em 2010, ela era responsável por mais de 70% de todas as transações com <span class=""searchmatch"">Bitcoin</span> (BTC) em",55983,5054,,,bitcoin,pt
23,Paulo Kogos,https://pt.wikipedia.org/wiki/Paulo_Kogos,https://pt.wikipedia.org/wiki/Paulo_Kogos,"Paulo Hugenneyer Kogos é um youtuber, influenciador digital, economista, empresário brasileiro e político filiado ao União Brasil (UNIÃO).","<p><b>Paulo Hugenneyer Kogos</b> é um <i>youtuber</i>, influenciador digital, economista, empresário brasileiro e político filiado ao União Brasil (UNIÃO).</p>",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Paulo_Kogos.png/330px-Paulo_Kogos.png,320,296,https://upload.wikimedia.org/wikipedia/commons/f/f0/Paulo_Kogos.png,788,729,pt,ltr,2025-11-21T03:45:06Z,youtuber e ativista brasileiro,,"Assembleia Legislativa de São Paulo, e propôs o pagamento de impostos com <span class=""searchmatch"">bitcoin</span> em São Paulo. Kogos foi criticado durante a campanha por retirar cerca",29108,2687,,,bitcoin,pt
24,Charlie Munger,https://pt.wikipedia.org/wiki/Charlie_Munger,https://pt.wikipedia.org/wiki/Charlie_Munger,"Charles Thomas Munger foi um investidor bilionário, empresário e advogado imobiliário norte-americano. Foi vice-presidente da Berkshire Hathaway, conglomerado controlado por Warren Buffett; Buffett descreveu Munger como seu parceiro mais próximo e braço direito. Munger atuou como presidente da Wesco Financial Corporation de 1984 a 2011. Ele também foi presidente da Daily Journal Corporation, com sede em Los Angeles, Califórnia, e diretor da Costco Wholesale Corporation.","<p><b>Charles Thomas Munger</b> foi um investidor bilionário, empresário e advogado imobiliário norte-americano. Foi vice-presidente da Berkshire Hathaway, conglomerado controlado por Warren Buffett; Buffett descreveu Munger como seu parceiro mais próximo e braço direito. Munger atuou como presidente da Wesco Financial Corporation de 1984 a 2011. Ele também foi presidente da Daily Journal Corporation, com sede em Los Angeles, Califórnia, e diretor da Costco Wholesale Corporation.</p>",https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Charlie_Munger_%28cropped%29.jpg/330px-Charlie_Munger_%28cropped%29.jpg,320,445,https://upload.wikimedia.org/wikipedia/commons/5/56/Charlie_Munger_%28cropped%29.jpg,477,663,pt,ltr,2024-08-25T11:13:46Z,empresário e investidor norte-americano,,"responsabilidade. Munger foi crítico das criptomoedas, referindo-se ao <span class=""searchmatch"">Bitcoin</span> em particular como &quot;veneno nocivo&quot;. Munger também comparou o Robinhood",16121,1548,,,bitcoin,pt
25,Altcoins,https://pt.wikipedia.org/wiki/Altcoins,https://pt.wikipedia.org/wiki/Altcoins,"Altcoins são criptomoedas alternativas ao Bitcoin. A maioria dos altcoins surgiu a partir de bifurcações do código-fonte do Bitcoin, com o intuito de modificar alguns parâmetros internos da rede do Bitcoin ou adicionar novas características (features), a depender do objetivo de cada altcoin.","<p><b>Altcoins</b> são criptomoedas alternativas ao Bitcoin. A maioria dos altcoins surgiu a partir de bifurcações do código-fonte do Bitcoin, com o intuito de modificar alguns parâmetros internos da rede do Bitcoin ou adicionar novas características (<i>features</i>), a depender do objetivo de cada altcoin.</p>",,0,0,,0,0,pt,ltr,2024-12-08T04:50:49Z,,,"criptomoedas alternativas ao <span class=""searchmatch"">Bitcoin</span>. A maioria dos altcoins surgiu a partir de bifurcações (do inglês: fork) do código-fonte do <span class=""searchmatch"">Bitcoin</span>, com o intuito de modificar",18359,2347,,,bitcoin,pt
26,Uphold,https://pt.wikipedia.org/wiki/Uphold,https://pt.wikipedia.org/wiki/Uphold,"Uphold é uma empresa que criou uma plataforma de serviços financeiros baseada em Computação em nuvem que permite pessoas a comprar e converter qualquer tipo de moedas e mercadorias de graça, incluindo criptomoedas como o Bitcoin. A Uphold, antes conhecida por Bitreserve, permite mover, converter e transferir dinheiro, de qualquer usuário para qualquer lugar. A Uphold diz empoderar mais de $930 milhões em transações monetárias para dezenas de milhares de usuários em mais de 174 países e se diz responsável pela transação de quase 22% de todas as trocas públicas de Bitcoin do mundo, esses números são divulgados pela própria empresa. Sua sede é em Charleston e possui filiais em vários outros locais como Braga, Londres, Shangai e São Francisco. Entre as suas parcerias estão o Grupo Salinas banking e o Elektra SA através de seu relacionamento com o fundador da companhia, Ricardo Salinas-Pliego, um dos homens mais ricos do México. A Uphold também possui uma API aberta dando acesso a todas informações necessárias para a criação de novas tecnologias baseadas em sua plataforma.","<p>Uphold é uma empresa que criou uma plataforma de serviços financeiros baseada em Computação em nuvem que permite pessoas a comprar e converter qualquer tipo de moedas e mercadorias de graça, incluindo criptomoedas como o Bitcoin. A Uphold, antes conhecida por Bitreserve, permite mover, converter e transferir dinheiro, de qualquer usuário para qualquer lugar. A Uphold diz empoderar mais de $930 milhões em transações monetárias para dezenas de milhares de usuários em mais de 174 países e se diz responsável pela transação de quase 22% de todas as trocas públicas de Bitcoin do mundo, esses números são divulgados pela própria empresa. Sua sede é em Charleston e possui filiais em vários outros locais como Braga, Londres, Shangai e São Francisco. Entre as suas parcerias estão o Grupo Salinas banking e o Elektra SA através de seu relacionamento com o fundador da companhia, Ricardo Salinas-Pliego, um dos homens mais ricos do México. A Uphold também possui uma API aberta dando acesso a todas informações necessárias para a criação de novas tecnologias baseadas em sua plataforma.</p>",https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Uphold-logo-horizontal-color-small.jpg/330px-Uphold-logo-horizontal-color-small.jpg,320,150,https://upload.wikimedia.org/wikipedia/commons/c/cb/Uphold-logo-horizontal-color-small.jpg,784,368,pt,ltr,2025-07-18T15:53:42Z,"empresa e plataforma online de serviços financeiros que suporta várias moedas, criptomoedas e outros bens financeiros",,"qualquer tipo de moedas e mercadorias de graça, incluindo criptomoedas como o <span class=""searchmatch"">Bitcoin</span>. A Uphold, antes conhecida por Bitreserve, permite mover, converter e transferir",15197,1622,,,bitcoin,pt
27,Segunda presidência de Donald Trump,https://pt.wikipedia.org/wiki/Segunda_presid%C3%AAncia_de_Donald_Trump,https://pt.wikipedia.org/wiki/Segunda_presid%C3%AAncia_de_Donald_Trump,"O segundo mandato como presidente de Donald Trump começou em 20 de janeiro de 2025, com sua segunda posse. Membro do Partido Republicano, Trump já havia sido o 45º presidente dos EUA. Ao fazer o juramento de posse como presidente, ele se tornou o segundo presidente na história dos EUA a servir mandatos não consecutivos, após o ex-presidente Grover Cleveland, reeleito em 1892.","<p>O <b>segundo mandato como presidente de Donald Trump</b> começou em 20 de janeiro de 2025, com sua segunda posse. Membro do Partido Republicano, Trump já havia sido o 45º presidente dos EUA. Ao fazer o juramento de posse como presidente, ele se tornou o segundo presidente na história dos EUA a servir mandatos não consecutivos, após o ex-presidente Grover Cleveland, reeleito em 1892.</p>",https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Official_Presidential_Portrait_of_President_Donald_J._Trump_%282025%29.jpg/330px-Official_Presidential_Portrait_of_President_Donald_J._Trump_%282025%29.jpg,320,400,https://upload.wikimedia.org/wikipedia/commons/1/16/Official_Presidential_Portrait_of_President_Donald_J._Trump_%282025%29.jpg,3277,4096,pt,ltr,2025-11-02T16:51:53Z,47º administração presidencial dos Estados Unidos (2025–presente),,"moeda de reserva global. A reserva estratégica de <span class=""searchmatch"">bitcoin</span> é um ativo de reserva, financiado pelo <span class=""searchmatch"">bitcoin</span> confiscado pelo Tesouro dos Estados Unidos, anunciado",88635,8923,,,bitcoin,pt
28,Protocolo de Pagamento Ripple,https://pt.wikipedia.org/wiki/Protocolo_de_Pagamento_Ripple,https://pt.wikipedia.org/wiki/Protocolo_de_Pagamento_Ripple,"Ripple é um sistema de liquidação bruta em tempo real (RTGS), câmbio e rede de remessas desenvolvido pela Ripple. Também chamado de protocolo Ripple Transaction Protocol (RTXP) ou Ripple, é construído com base em um protocolo de Internet aberto distribuído, um livro-razão de consenso e uma moeda nativa chamada XRP (ondulações). Lançado em 2012, a Ripple pretende permitir ""transações financeiras globais seguras, instantâneas e quase gratuitas de qualquer tamanho sem rejeições"". Ele suporta tokens representando moeda fiduciária, criptomoeda, commodity ou qualquer outra unidade de valor, como milhas de vôos ou minutos de telefonia móvel. No seu núcleo, o Ripple baseia-se em um banco de dados público compartilhado, que usa um processo de consenso que permite pagamentos, trocas e remessas em um processo distribuído.","<p><b>Ripple</b> é um sistema de liquidação bruta em tempo real (RTGS), câmbio e rede de remessas desenvolvido pela Ripple. Também chamado de protocolo <b>Ripple Transaction Protocol</b> (RTXP) ou <i>Ripple</i>, é construído com base em um protocolo de Internet aberto distribuído, um livro-razão de consenso e uma moeda nativa chamada XRP (ondulações). Lançado em 2012, a Ripple pretende permitir ""transações financeiras globais seguras, instantâneas e quase gratuitas de qualquer tamanho sem rejeições"". Ele suporta <span class=""mw-disambig"">tokens</span> representando moeda fiduciária, criptomoeda, <i>commodity</i> ou qualquer outra unidade de valor, como milhas de vôos ou minutos de telefonia móvel. No seu núcleo, o Ripple baseia-se em um banco de dados público compartilhado, que usa um processo de consenso que permite pagamentos, trocas e remessas em um processo distribuído.</p>",,0,0,,0,0,pt,ltr,2023-05-06T15:57:59Z,,,"<span class=""searchmatch"">bitcoin</span> e Ripple via <span class=""searchmatch"">Bitcoin</span> Bridge. O <span class=""searchmatch"">Bitcoin</span> Bridge permite aos usuários do Ripple enviar um pagamento em qualquer moeda para um endereço <span class=""searchmatch"">bitcoin</span>.",39258,4042,,,bitcoin,pt
29,Criptomoedas no Brasil,https://pt.wikipedia.org/wiki/Criptomoedas_no_Brasil,https://pt.wikipedia.org/wiki/Criptomoedas_no_Brasil,"O mercado de criptomoedas no Brasil está em análise para a ser mais fiscalizado. A Receita Federal planeja a primeira medida para regulamentar as moedas virtuais no país, em um esforço para cobrar impostos de quem negocia criptomoedas como o Bitcoin e fazendo as corretoras (exchanges) a prestar informações sobre todas as transações de compra e venda, assim tentando conter o uso da tecnologia para lavagem de dinheiro. Já ocorreram fraudes financeiras vultosas no país, envolvendo criptomoedas falsas como a Kriptacoin.","<p>O mercado de <b>criptomoedas no Brasil</b> está em análise para a ser mais fiscalizado. A Receita Federal planeja a primeira medida para regulamentar as moedas virtuais no país, em um esforço para cobrar impostos de quem negocia criptomoedas como o Bitcoin e fazendo as corretoras (<i>exchanges)</i> a prestar informações sobre todas as transações de compra e venda, assim tentando conter o uso da tecnologia para lavagem de dinheiro. Já ocorreram fraudes financeiras vultosas no país, envolvendo criptomoedas falsas como a Kriptacoin.</p>",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Cryptocurrency_logos.jpg/330px-Cryptocurrency_logos.jpg,320,167,https://upload.wikimedia.org/wikipedia/commons/b/b8/Cryptocurrency_logos.jpg,1920,1000,pt,ltr,2025-03-18T17:41:58Z,uso das criptomoedas no cenário brasileiro,,"em um esforço para cobrar impostos de quem negocia criptomoedas como o <span class=""searchmatch"">Bitcoin</span> e fazendo as corretoras (exchanges) a prestar informações sobre todas as",9768,976,,,bitcoin,pt
30,Lord Vinheteiro,https://pt.wikipedia.org/wiki/Lord_Vinheteiro,https://pt.wikipedia.org/wiki/Lord_Vinheteiro,"Fabrício André Bernard Di Paolo, conhecido profissionalmente como Lord Vinheteiro ou simplesmente Vinheteiro, é um pianista, engenheiro de áudio, radialista, youtuber e músico ítalo-brasileiro. Ele é conhecido por apresentar vídeos onde comenta sobre músicas e técnicas de piano no seu canal do YouTube. Entre 2018 e 2020 fez parte do elenco do programa Pânico, da rádio Jovem Pan FM.","<p><b>Fabrício André Bernard Di Paolo</b>, conhecido profissionalmente como <b>Lord Vinheteiro</b> ou simplesmente <b>Vinheteiro</b>, é um pianista, engenheiro de áudio, radialista, youtuber e músico ítalo-brasileiro. Ele é conhecido por apresentar vídeos onde comenta sobre músicas e técnicas de piano no seu canal do YouTube. Entre 2018 e 2020 fez parte do elenco do programa Pânico, da rádio Jovem Pan FM.</p>",,0,0,,0,0,pt,ltr,2025-10-01T01:08:17Z,"Pianista, engenheiro de áudio, youtuber e humorista brasileiro",,"(21 de novembro de 2024). «Brasileiro perde carteira com R$ 2 milhões em <span class=""searchmatch"">Bitcoin</span> e é hospitalizado». Money Invest. Consultado em 9 de dezembro de 2024 ",10320,871,,,bitcoin,pt
31,Blaze (site),https://pt.wikipedia.org/wiki/Blaze_(site),https://pt.wikipedia.org/wiki/Blaze_(site),"Blaze é um site de apostas e cassino online sediado na ilha de Curaçau. Se tornou notório no Brasil a partir de 2023, após patrocínios a influenciadores como Neymar e Felipe Neto e acusações de golpe.","<p><b>Blaze</b> é um site de apostas e cassino online sediado na ilha de Curaçau. Se tornou notório no Brasil a partir de 2023, após patrocínios a influenciadores como Neymar e Felipe Neto e acusações de golpe.</p>",https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Blaze_apostas_logo.png/330px-Blaze_apostas_logo.png,320,114,https://upload.wikimedia.org/wikipedia/commons/d/db/Blaze_apostas_logo.png,4096,1458,pt,ltr,2025-12-06T21:34:33Z,site de apostas e cassino online,,"and Corruption Reporting Project (OCCRP), em parceria com o Portal do <span class=""searchmatch"">Bitcoin</span>, encontrou 15 processos judiciais contra a Blaze em oito estados brasileiros",17207,1822,,,bitcoin,pt
32,Zcash,https://pt.wikipedia.org/wiki/Zcash,https://pt.wikipedia.org/wiki/Zcash,"Zcash é uma criptomoeda voltada à privacidade, derivada do código-base do Bitcoin, com a principal inovação de adicionar um ledger criptografado usando provas de conhecimento zero. O protocolo Zerocoin foi melhorado e transformado no sistema Zerocash, e finalmente na criptomoeda Zcash em 2016. As transações podem ser transparentes, similares às transações do bitcoin, ou podem ser transações blindadas que usam um tipo de prova de conhecimento zero para fornecer anonimato nas transações. As moedas Zcash estão ou em um conjunto transparente ou em um conjunto blindado.","<p><b>Zcash</b> é uma criptomoeda voltada à privacidade, derivada do código-base do Bitcoin, com a principal inovação de adicionar um ledger criptografado usando provas de conhecimento zero. O protocolo Zerocoin foi melhorado e transformado no sistema Zerocash, e finalmente na criptomoeda Zcash em 2016. As transações podem ser transparentes, similares às transações do bitcoin, ou podem ser transações blindadas que usam um tipo de prova de conhecimento zero para fornecer anonimato nas transações. As moedas Zcash estão ou em um conjunto transparente ou em um conjunto blindado.</p>",https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Zcash-logo-black.svg/langpt-330px-Zcash-logo-black.svg.png,320,119,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Zcash-logo-black.svg/langpt-250px-Zcash-logo-black.svg.png,245,91,pt,ltr,2025-12-08T10:28:04Z,,,"Zcash é uma criptomoeda voltada à privacidade, derivada do código-base do <span class=""searchmatch"">Bitcoin</span>, com a principal inovação de adicionar um ledger criptografado usando provas",16279,1879,,,bitcoin,pt
33,Bitcoin core,https://pt.wikipedia.org/wiki/Bitcoin_core,https://pt.wikipedia.org/wiki/Bitcoin_core,"O Bitcoin Core é o terceiro cliente Bitcoin, desenvolvido por Wladimir van der Laan baseado no código de referência original de Satoshi Nakamoto. O software foi publicado, inicialmente, sob o nome ""Bitcoin"", e depois renomeado para ""Bitcoin Core"" para distingui-lo da rede Bitcoin. Por esta razão, também é conhecido como o Cliente Satoshi. A partir de 2018, os repositórios do Bitcoin Core são mantidos por uma equipe de mantenedores, com Wladimir J. van der Laan liderando o processo de lançamento. A Iniciativa de Moeda Digital do MIT financia parte do desenvolvimento do Bitcoin Core. O projeto também mantém a biblioteca de criptografia libsecp256k1.","<p>O <b>Bitcoin Core</b> é o terceiro cliente Bitcoin, desenvolvido por Wladimir van der Laan baseado no código de referência original de Satoshi Nakamoto. O software foi publicado, inicialmente, sob o nome ""Bitcoin"", e depois renomeado para ""Bitcoin Core"" para distingui-lo da rede Bitcoin. Por esta razão, também é conhecido como o <b>Cliente Satoshi</b>. A partir de 2018, os repositórios do Bitcoin Core são mantidos por uma equipe de mantenedores, com Wladimir J. van der Laan liderando o processo de lançamento. A Iniciativa de Moeda Digital do MIT financia parte do desenvolvimento do Bitcoin Core. O projeto também mantém a biblioteca de criptografia libsecp256k1.</p>",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Bitcoin-core-v0.10.0.png/330px-Bitcoin-core-v0.10.0.png,320,222,https://upload.wikimedia.org/wikipedia/commons/7/7c/Bitcoin-core-v0.10.0.png,852,590,pt,ltr,2025-07-08T12:10:04Z,,,"O <span class=""searchmatch"">Bitcoin</span> Core (antigo <span class=""searchmatch"">Bitcoin</span>-Qt) é o terceiro cliente <span class=""searchmatch"">Bitcoin</span>, desenvolvido por Wladimir van der Laan baseado no código de referência original de Satoshi",14929,2101,,,bitcoin,pt
34,Silk Road,https://pt.wikipedia.org/wiki/Silk_Road,https://pt.wikipedia.org/wiki/Silk_Road,"Silk Road foi um mercado operante através da Darknet que utilizava a rede Tor para assegurar o anonimato de compradores e vendedores no comércio de produtos ilícitos, particularmente drogas.","<p><b>Silk Road</b> foi um mercado operante através da Darknet que utilizava a rede Tor para assegurar o anonimato de compradores e vendedores no comércio de produtos ilícitos, particularmente drogas.</p>",,0,0,,0,0,pt,ltr,2025-01-25T16:52:20Z,mercado da darknet conhecido pela venda de drogas ilegais em 2011–2014,,"ilícitas&quot;; The Economist descreveu-o da mesma forma, em um artigo sobre o <span class=""searchmatch"">Bitcoin</span>, como &quot;uma espécie de eBay para drogas escondido em um canto escuro da",41657,4873,,,bitcoin,pt
35,Ethereum,https://pt.wikipedia.org/wiki/Ethereum,https://pt.wikipedia.org/wiki/Ethereum,"Ethereum é uma plataforma descentralizada capaz de executar contratos inteligentes e aplicações descentralizadas usando a tecnologia blockchain. São aplicações que funcionam exatamente como programadas sem qualquer possibilidade de censura, fraude ou interferência de terceiros, isso porque o contrato é imutável. Ele possui uma máquina virtual descentralizada Turing completa, a Ethereum Virtual Machine (EVM), que pode executar scripts usando uma rede internacional de nós públicos.","<p><b>Ethereum</b> é uma plataforma descentralizada capaz de executar contratos inteligentes e aplicações descentralizadas usando a tecnologia blockchain. São aplicações que funcionam exatamente como programadas sem qualquer possibilidade de censura, fraude ou interferência de terceiros, isso porque o contrato é imutável. Ele possui uma máquina virtual descentralizada Turing completa, a Ethereum Virtual Machine (EVM), que pode executar scripts usando uma rede internacional de nós públicos.</p>",,0,0,,0,0,pt,ltr,2025-02-04T05:54:34Z,plataforma de blockchain pública com funcionalidade de transações programáveis,,"por ativos digitais (<span class=""searchmatch"">Bitcoin</span>, Zcash, Monero, Nym e etc). Realizar a compra e câmbio através de corretoras (Binance, Brasil <span class=""searchmatch"">Bitcoin</span>, Blockchain.com) Ether",26941,2886,,,bitcoin,pt
36,Craig Steven Wright,https://pt.wikipedia.org/wiki/Craig_Steven_Wright,https://pt.wikipedia.org/wiki/Craig_Steven_Wright,"Craig Steven Wright é um cientista da computação australiano e empresário. Em maio de 2016, Wright admitiu a vários órgãos de imprensa ser ele a verdadeira identidade de Satoshi Nakamoto, o criador do Bitcoin. Wright alegou que foi obrigado a revelar sua identidade secreta a fim de evitar especulações e proteger pessoas próximas.","<p><b>Craig Steven Wright</b> é um cientista da computação australiano e empresário. Em maio de 2016, Wright admitiu a vários órgãos de imprensa ser ele a verdadeira identidade de Satoshi Nakamoto, o criador do Bitcoin. Wright alegou que foi obrigado a revelar sua identidade secreta a fim de evitar especulações e proteger pessoas próximas.</p>",,0,0,,0,0,pt,ltr,2024-07-31T00:46:50Z,Suposto criador do Bitcoin,,"imprensa ser ele a verdadeira identidade de Satoshi Nakamoto, o criador do <span class=""searchmatch"">Bitcoin</span>. Wright alegou que foi obrigado a revelar sua identidade secreta a fim",17405,1483,,,bitcoin,pt
37,Namecoin,https://pt.wikipedia.org/wiki/Namecoin,https://pt.wikipedia.org/wiki/Namecoin,"Namecoin é uma criptomoeda que é minerado com o software do Bitcoin como bônus. É baseado no código do Bitcoin que utiliza o mesmo algoritmo Prova de trabalho. Como o Bitcoin, possui o limite de 21 milhões de moedas.","<p><b>Namecoin</b> é uma criptomoeda que é minerado com o software do Bitcoin como bônus. É baseado no código do Bitcoin que utiliza o mesmo algoritmo Prova de trabalho. Como o Bitcoin, possui o limite de 21 milhões de moedas.</p>",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Namecoin_Coin.png/330px-Namecoin_Coin.png,320,320,https://upload.wikimedia.org/wikipedia/commons/9/9a/Namecoin_Coin.png,1000,1000,pt,ltr,2024-11-18T22:42:42Z,criptomoeda baseada em Bitcoin,,"com o software do <span class=""searchmatch"">Bitcoin</span> como bônus. É baseado no código do <span class=""searchmatch"">Bitcoin</span> que utiliza o mesmo algoritmo Prova de trabalho. Como o <span class=""searchmatch"">Bitcoin</span>, possui o limite de",16450,1644,,,bitcoin,pt
38,Transações de bitcoin,https://pt.wikipedia.org/wiki/Transa%C3%A7%C3%B5es_de_bitcoin,https://pt.wikipedia.org/wiki/Transa%C3%A7%C3%B5es_de_bitcoin,"A transferência de bitcoins na rede bitcoin se dá através de transações entre o endereço remetente e o destinatário. Em geral, esses endereços pertencem a pessoas diferentes, mas é possível que um usuário crie um endereço destinatário para si, fazendo uma auto-transferência de bitcoins.","<p>A <b>transferência de bitcoins</b> na rede bitcoin se dá através de transações entre o endereço remetente e o destinatário. Em geral, esses endereços pertencem a pessoas diferentes, mas é possível que um usuário crie um endereço destinatário para si, fazendo uma auto-transferência de bitcoins.</p>",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Link_pra_pagina_principal_da_Wikipedia-PT_em_codigo_QR_b.svg/langpt-330px-Link_pra_pagina_principal_da_Wikipedia-PT_em_codigo_QR_b.svg.png,320,320,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Link_pra_pagina_principal_da_Wikipedia-PT_em_codigo_QR_b.svg/langpt-500px-Link_pra_pagina_principal_da_Wikipedia-PT_em_codigo_QR_b.svg.png,420,420,pt,ltr,2023-04-28T12:43:35Z,,,"A transferência de bitcoins na rede <span class=""searchmatch"">bitcoin</span> se dá através de transações entre o endereço remetente e o destinatário. Em geral, esses endereços pertencem",15675,1902,,,bitcoin,pt
39,Lightning Network,https://pt.wikipedia.org/wiki/Lightning_Network,https://pt.wikipedia.org/wiki/Lightning_Network,"A Lightning Network é um protocolo de pagamento de segunda camada construído sobre a blockchain do Bitcoin. Seu objetivo é possibilitar transações rápidas, de baixo custo e escaláveis entre participantes da rede, sendo amplamente considerada uma solução ao problema de escalabilidade do Bitcoin.","<p>A <b>Lightning Network</b> é um protocolo de pagamento de segunda camada construído sobre a blockchain do Bitcoin. Seu objetivo é possibilitar transações rápidas, de baixo custo e escaláveis entre participantes da rede, sendo amplamente considerada uma solução ao problema de escalabilidade do Bitcoin.</p>",,0,0,,0,0,pt,ltr,2025-06-09T13:19:12Z,,,"protocolo de pagamento de segunda camada construído sobre a blockchain do <span class=""searchmatch"">Bitcoin</span>. Seu objetivo é possibilitar transações rápidas, de baixo custo e escaláveis",23492,2802,,,bitcoin,pt
40,Til,https://pt.wikipedia.org/wiki/Til,https://pt.wikipedia.org/wiki/Til,"O til ou tilde é um sinal diacrítico que serve para nasalar/ nasalizar as vogais. Em português, utiliza-se sobre o a e o o e muito raramente no português arcaico (galego-português) sobre outras vogais também, por exemplo nas palavras mũito, ruĩ e ẽarcar, ẽarcado e desẽalmado. Estas últimas ainda surgem em alguns dicionários portugueses modernos.","<p>O <b>til</b> ou <b>tilde</b> é um sinal diacrítico que serve para nasalar/ nasalizar as vogais. Em português, utiliza-se sobre o <i><b>a</b></i> e o <i><b>o</b></i> e muito raramente no português arcaico (galego-português) sobre outras vogais também, por exemplo nas palavras <i>mũito</i>, <i>ruĩ</i> e <i>ẽarcar</i>, <i>ẽarcado</i> e <i>desẽalmado</i>. Estas últimas ainda surgem em alguns dicionários portugueses modernos.</p>",https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Tilde.png/330px-Tilde.png,320,179,https://upload.wikimedia.org/wikipedia/commons/3/37/Tilde.png,600,336,pt,ltr,2024-02-29T15:45:46Z,sinal diacrítico,,"Dólar/Peso $ Cêntimo ¢ Libra esterlina £ Iene/Renminbi ¥ Euro € Won ₩ <span class=""searchmatch"">Bitcoin</span> ₿ Outros sinais tipográficos &quot;E&quot; comercial ou ampersand &amp; asterisco * símbolo",4213,422,,,bitcoin,pt
