fonte,tipo,termo,conteudo,relevancia,regiao,cliente,fonte_busca,categoria,data_coleta,valor,url,buscador,posicao,canal,video_id,publicado_em,autor,likes,video_titulo,desenvolvedor,rating,installs,app_id
Google Suggest,sugestao,bitcoin,bitcoin $70 k,552.0,br,chrome,web,expansao_7,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 716,551.0,br,chrome,web,expansao_7,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 70000,550.0,br,chrome,web,expansao_7,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 8 anos atras,1251.0,br,chrome,web,expansao_8,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 80k,1250.0,br,chrome,web,expansao_8,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 86k,601.0,br,chrome,web,expansao_8,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 80 mil dolares,600.0,br,chrome,web,expansao_8,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 82k,560.0,br,chrome,web,expansao_8,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 89,559.0,br,chrome,web,expansao_8,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 80 mil,558.0,br,chrome,web,expansao_8,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 86000,557.0,br,chrome,web,expansao_8,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 87,556.0,br,chrome,web,expansao_8,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 88,555.0,br,chrome,web,expansao_8,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 88 slot wallet,554.0,br,chrome,web,expansao_8,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 888,553.0,br,chrome,web,expansao_8,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 88 bet,552.0,br,chrome,web,expansao_8,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 80000,551.0,br,chrome,web,expansao_8,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 85k,550.0,br,chrome,web,expansao_8,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 99pay,1250.0,br,chrome,web,expansao_9,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 99,601.0,br,chrome,web,expansao_9,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 97k,600.0,br,chrome,web,expansao_9,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 93k,561.0,br,chrome,web,expansao_9,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 99pay vale a pena,560.0,br,chrome,web,expansao_9,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 90 mil,559.0,br,chrome,web,expansao_9,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 9600,558.0,br,chrome,web,expansao_9,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 90000,557.0,br,chrome,web,expansao_9,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,99000 bitcoin,556.0,br,chrome,web,expansao_9,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 99k,555.0,br,chrome,web,expansao_9,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 9780,554.0,br,chrome,web,expansao_9,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 95k,553.0,br,chrome,web,expansao_9,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 90,552.0,br,chrome,web,expansao_9,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 999 fine copper,551.0,br,chrome,web,expansao_9,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 946,550.0,br,chrome,web,expansao_9,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin o que é,1250.0,br,chrome,web,categoria_Questões_o que,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin o que esta acontecendo,650.0,br,chrome,web,categoria_Questões_o que,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin o que significa,601.0,br,chrome,web,categoria_Questões_o que,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin o que é e como funciona,600.0,br,chrome,web,categoria_Questões_o que,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin o que esperar,560.0,br,chrome,web,categoria_Questões_o que,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin o que é isso,559.0,br,chrome,web,categoria_Questões_o que,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin o que fazer,558.0,br,chrome,web,categoria_Questões_o que,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin o que vai acontecer,557.0,br,chrome,web,categoria_Questões_o que,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin o que é e como funciona a moeda virtual,556.0,br,chrome,web,categoria_Questões_o que,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin o que preciso saber,555.0,br,chrome,web,categoria_Questões_o que,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin o que saber,554.0,br,chrome,web,categoria_Questões_o que,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin o que seria,553.0,br,chrome,web,categoria_Questões_o que,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin o que comprar,552.0,br,chrome,web,categoria_Questões_o que,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin o que é halving,551.0,br,chrome,web,categoria_Questões_o que,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin o que quer dizer,550.0,br,chrome,web,categoria_Questões_o que,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin é seguro,1250.0,br,chrome,web,categoria_Questões_é,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin é rastreavel,800.0,br,chrome,web,categoria_Questões_é,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin é um bom investimento,650.0,br,chrome,web,categoria_Questões_é,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin é criptomoeda,601.0,br,chrome,web,categoria_Questões_é,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin é ilegal,600.0,br,chrome,web,categoria_Questões_é,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin é uma moeda,559.0,br,chrome,web,categoria_Questões_é,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin é confiavel,558.0,br,chrome,web,categoria_Questões_é,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin é de qual pais,557.0,br,chrome,web,categoria_Questões_é,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin é hora de comprar,556.0,br,chrome,web,categoria_Questões_é,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin é crime,555.0,br,chrome,web,categoria_Questões_é,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin é investimento,554.0,br,chrome,web,categoria_Questões_é,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin é seguro para investir,553.0,br,chrome,web,categoria_Questões_é,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin é uma bolha,552.0,br,chrome,web,categoria_Questões_é,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin é legalizado no brasil,551.0,br,chrome,web,categoria_Questões_é,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin é reserva de valor,550.0,br,chrome,web,categoria_Questões_é,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin nao é investimento,1250.0,br,chrome,web,categoria_Questões_não é,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin nao é moeda,601.0,br,chrome,web,categoria_Questões_não é,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,porque bitcoin não é rastreavel,600.0,br,chrome,web,categoria_Questões_não é,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,porque bitcoin não é moeda,555.0,br,chrome,web,categoria_Questões_não é,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin nao se vende,554.0,br,chrome,web,categoria_Questões_não é,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin não para de cair,553.0,br,chrome,web,categoria_Questões_não é,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin nao vale a pena,552.0,br,chrome,web,categoria_Questões_não é,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin não vai mais subir,551.0,br,chrome,web,categoria_Questões_não é,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin não sobe mais,550.0,br,chrome,web,categoria_Questões_não é,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin como funciona,1250.0,br,chrome,web,categoria_Questões_como,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin como comprar,1200.0,br,chrome,web,categoria_Questões_como,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin como investir,1000.0,br,chrome,web,categoria_Questões_como,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin como ganhar dinheiro,601.0,br,chrome,web,categoria_Questões_como,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin como funciona passo a passo,600.0,br,chrome,web,categoria_Questões_como,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin como saber se tenho,559.0,br,chrome,web,categoria_Questões_como,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin como ganhar,558.0,br,chrome,web,categoria_Questões_como,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin como minerar,557.0,br,chrome,web,categoria_Questões_como,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin como conseguir,556.0,br,chrome,web,categoria_Questões_como,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin como sacar,555.0,br,chrome,web,categoria_Questões_como,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin como usar,554.0,br,chrome,web,categoria_Questões_como,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin como resgatar,553.0,br,chrome,web,categoria_Questões_como,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin como surgiu,552.0,br,chrome,web,categoria_Questões_como,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin como investir simulação,551.0,br,chrome,web,categoria_Questões_como,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin como reserva de valor,550.0,br,chrome,web,categoria_Questões_como,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin por que caiu,1250.0,br,chrome,web,categoria_Questões_por que,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin por que está caindo,1100.0,br,chrome,web,categoria_Questões_por que,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin por que subiu,601.0,br,chrome,web,categoria_Questões_por que,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin por que vale tanto,600.0,br,chrome,web,categoria_Questões_por que,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin caindo por que,560.0,br,chrome,web,categoria_Questões_por que,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,por que bitcoin está subindo,559.0,br,chrome,web,categoria_Questões_por que,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,por que bitcoin caiu hoje,558.0,br,chrome,web,categoria_Questões_por que,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,por que bitcoin subiu hoje,557.0,br,chrome,web,categoria_Questões_por que,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,por que bitcoin é tão caro,556.0,br,chrome,web,categoria_Questões_por que,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,p o r que bitcoin,555.0,br,chrome,web,categoria_Questões_por que,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,por que bitcoin ta caindo,554.0,br,chrome,web,categoria_Questões_por que,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,por que bitcoin está caindo hoje,553.0,br,chrome,web,categoria_Questões_por que,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,por que bitcoin caiu tanto,552.0,br,chrome,web,categoria_Questões_por que,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,por que bitcoin está caindo tanto,551.0,br,chrome,web,categoria_Questões_por que,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,por que bitcoin tem valor,550.0,br,chrome,web,categoria_Questões_por que,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin onde comprar,1250.0,br,chrome,web,categoria_Questões_onde,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin onde investir,1050.0,br,chrome,web,categoria_Questões_onde,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin onde foi criado,602.0,br,chrome,web,categoria_Questões_onde,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin onde guardar,601.0,br,chrome,web,categoria_Questões_onde,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin onde usar,600.0,br,chrome,web,categoria_Questões_onde,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin onde aceita,559.0,br,chrome,web,categoria_Questões_onde,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin onde vender,558.0,br,chrome,web,categoria_Questões_onde,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin onde fica,557.0,br,chrome,web,categoria_Questões_onde,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin onde achar,556.0,br,chrome,web,categoria_Questões_onde,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin onde vai parar,555.0,br,chrome,web,categoria_Questões_onde,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin onde,554.0,br,chrome,web,categoria_Questões_onde,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin onde minerar,553.0,br,chrome,web,categoria_Questões_onde,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin onde tem,552.0,br,chrome,web,categoria_Questões_onde,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin onde ver,551.0,br,chrome,web,categoria_Questões_onde,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,onde bitcoin pode chegar,550.0,br,chrome,web,categoria_Questões_onde,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin quando surgiu,1251.0,br,chrome,web,categoria_Questões_quando,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin quando lançou,1250.0,br,chrome,web,categoria_Questões_quando,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin quando foi criado,601.0,br,chrome,web,categoria_Questões_quando,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin quando lançou valor,600.0,br,chrome,web,categoria_Questões_quando,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin quando comprar,556.0,br,chrome,web,categoria_Questões_quando,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin quanto vai subir,555.0,br,chrome,web,categoria_Questões_quando,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin quando surgiu valor,554.0,br,chrome,web,categoria_Questões_quando,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin quando sobe,553.0,br,chrome,web,categoria_Questões_quando,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin quando volta a subir,552.0,br,chrome,web,categoria_Questões_quando,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin quando começou,551.0,br,chrome,web,categoria_Questões_quando,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin quando foi lançado,550.0,br,chrome,web,categoria_Questões_quando,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin qual o valor,1251.0,br,chrome,web,categoria_Questões_qual,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin qual a tendencia,1250.0,br,chrome,web,categoria_Questões_qual,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin qual a previsão,700.0,br,chrome,web,categoria_Questões_qual,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin qual o valor hoje,602.0,br,chrome,web,categoria_Questões_qual,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin qual comprar,601.0,br,chrome,web,categoria_Questões_qual,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin qual maior valor,600.0,br,chrome,web,categoria_Questões_qual,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin qual foi a maxima,558.0,br,chrome,web,categoria_Questões_qual,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin qual foi o maior valor,557.0,br,chrome,web,categoria_Questões_qual,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin qual melhor corretora,556.0,br,chrome,web,categoria_Questões_qual,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin qual melhor,555.0,br,chrome,web,categoria_Questões_qual,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin qual investir,554.0,br,chrome,web,categoria_Questões_qual,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin qual o futuro,553.0,br,chrome,web,categoria_Questões_qual,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin qual melhor carteira,552.0,br,chrome,web,categoria_Questões_qual,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin qual,551.0,br,chrome,web,categoria_Questões_qual,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin qual melhor momento para comprar,550.0,br,chrome,web,categoria_Questões_qual,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin quanto vale,1251.0,br,chrome,web,categoria_Questões_quanto,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin quanto custa,1250.0,br,chrome,web,categoria_Questões_quanto,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin quanto valia em 2010,750.0,br,chrome,web,categoria_Questões_quanto,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin quanto vale hoje,602.0,br,chrome,web,categoria_Questões_quanto,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin quanto valia no inicio,601.0,br,chrome,web,categoria_Questões_quanto,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin quanto rende,600.0,br,chrome,web,categoria_Questões_quanto,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin quanto ta,558.0,br,chrome,web,categoria_Questões_quanto,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin quanto vale 1,557.0,br,chrome,web,categoria_Questões_quanto,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin quanto custa 1,556.0,br,chrome,web,categoria_Questões_quanto,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin quanto custa para comprar,555.0,br,chrome,web,categoria_Questões_quanto,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin quanto valia em 2015,554.0,br,chrome,web,categoria_Questões_quanto,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin quanto vale em real,553.0,br,chrome,web,categoria_Questões_quanto,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin quanto caiu,552.0,br,chrome,web,categoria_Questões_quanto,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin quanto valia em 2013,551.0,br,chrome,web,categoria_Questões_quanto,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin quanto valia em 2008,550.0,br,chrome,web,categoria_Questões_quanto,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin de hoje,1250.0,br,chrome,web,categoria_Preposições_de,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin de ouro,700.0,br,chrome,web,categoria_Preposições_de,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin de agora,601.0,br,chrome,web,categoria_Preposições_de,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin de graça,600.0,br,chrome,web,categoria_Preposições_de,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin de onde é,560.0,br,chrome,web,categoria_Preposições_de,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin de hoje usd,559.0,br,chrome,web,categoria_Preposições_de,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin de chocolate,558.0,br,chrome,web,categoria_Preposições_de,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin de hoje agora,557.0,br,chrome,web,categoria_Preposições_de,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin de prata,556.0,br,chrome,web,categoria_Preposições_de,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin de ia,555.0,br,chrome,web,categoria_Preposições_de,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin de hoje gráfico,554.0,br,chrome,web,categoria_Preposições_de,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin de ontem para hoje,553.0,br,chrome,web,categoria_Preposições_de,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin de 2010 a 2025,552.0,br,chrome,web,categoria_Preposições_de,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin de hoje dólar,551.0,br,chrome,web,categoria_Preposições_de,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin de hoje real,550.0,br,chrome,web,categoria_Preposições_de,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin para real,1251.0,br,chrome,web,categoria_Preposições_para,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin para dolar,1250.0,br,chrome,web,categoria_Preposições_para,2025-12-12 00:00:49,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin para que serve,601.0,br,chrome,web,categoria_Preposições_para,2025-12-12 00:00:49,,,,,,,,,,,,,,
