"fonte","tipo","termo","conteudo","relevancia","regiao","cliente","fonte_busca","categoria","data_coleta","url","buscador","posicao","descricao","canal","channelId","channelUrl","video_id","views","likes","dislikes","favorites","commentCount","duration","dimension","definition","caption","licensedContent","contentRating","projection","thumbnail_default","thumbnail_medium","thumbnail_high","thumbnail_standard","thumbnail_maxres","publicado_em","tags","categoryId","defaultLanguage","defaultAudioLanguage","liveBroadcastContent","topicIds","topicCategories","recordingDate","locationDescription","actualStartTime","actualEndTime","scheduledStartTime","scheduledEndTime","concurrentViewers","activeLiveChatId","uploadStatus","privacyStatus","license","embeddable","publicStatsViewable","madeForKids","autor","autorId","autorUrl","replyCount","totalReplyCount","canReply","isPublic","video_titulo","atualizado_em","replies_count","desenvolvedor","rating","ratings_count","reviews_count","installs","price","currency","genre","contentRatingDescription","familyGenre","familyGenreId","icon","headerImage","screenshots","video","videoImage","descriptionHTML","developerId","developerEmail","developerWebsite","developerAddress","privacyPolicy","histogram","offersIAP","adSupported","recentChanges","permissions","whatsNew","released","app_id","version","updated","releaseNotes","currentVersionReleaseDate","screenshotUrls","ipadScreenshotUrls","appletvScreenshotUrls","artistId","languageCodesISO2A","privacyPolicyUrl","inAppPurchases","subscriptionInfo","title","app","thumbsUpCount","userId","date","replyContent","repliedAt"
"SERP","resultado_busca","natal 2026","Calendário Natal 2026 | Facicolor Encadernadora de Álbuns e Impressão","","","","","","2025-12-12 05:36:45","https://facicolor.com.br/criar-produto/produto/calendario-natal-2026/6994?sizeId=58766","brave","16.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SERP","resultado_busca","natal 2026","Calendário 2026 Feliz Natal para Montagem de Foto - Imagem Legal","","","","","","2025-12-12 05:36:45","https://www.imagemlegal.com.br/calendarios/calendario-2026-feliz-natal-para-montagem-de-foto/","brave","17.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SERP","resultado_busca","natal 2026","100 ideias de Natal 2026 em 2025","","","","","","2025-12-12 05:36:45","https://pt.pinterest.com/ruteangelo/natal-2026/","brave","18.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SERP","resultado_busca","natal 2026","Feliz Natal 2026 40Cm","","","","","","2025-12-12 05:36:45","https://shopee.com.br/Feliz-Natal-2026-40Cm-i.405522417.10960368691","brave","19.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SERP","resultado_busca","natal 2026","Home - Natal Luz de Gramado – Site Oficial | Programação | Atrações | Ingressos","","","","","","2025-12-12 05:36:45","https://natalluzdegramado.com.br/","brave","20.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SERP","resultado_busca","natal 2026","Natal – Wikipédia, a enciclopédia livre","","","","","","2025-12-12 05:36:45","https://pt.wikipedia.org/wiki/Natal","bing","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SERP","resultado_busca","natal 2026","História do Natal: origem, significado e símbolos - Toda Matéria","","","","","","2025-12-12 05:36:45","https://www.todamateria.com.br/historia-do-natal/","bing","2.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SERP","resultado_busca","natal 2026","Natal: o que é, significado, origem, história e símbolos","","","","","","2025-12-12 05:36:45","https://www.significados.com.br/natal/","bing","3.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SERP","resultado_busca","natal 2026","História do Natal: origem, símbolos, outras práticas","","","","","","2025-12-12 05:36:45","https://brasilescola.uol.com.br/natal/historia-natal.htm","bing","4.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SERP","resultado_busca","natal 2026","O que é o Natal? Saiba a origem, o significado e as tradições!","","","","","","2025-12-12 05:36:45","https://www.mobills.com.br/blog/curiosidades/o-que-e-o-natal/","bing","5.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SERP","resultado_busca","natal 2026","Símbolos do Natal: história e significado de cada um deles","","","","","","2025-12-12 05:36:45","https://casavogue.globo.com/smart/noticia/2025/12/simbolos-natal-significado.ghtml","bing","6.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SERP","resultado_busca","natal 2026","Palmas abre oficialmente o Natal Luz 2025 e transforma a ...","","","","","","2025-12-12 05:36:45","https://afnoticias.com.br/vida-sociedade/natal-luz-2025-e-iniciado-em-palmas-com-passeio-ciclistico-e-iluminacao-da-cidade","bing","7.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YouTube","video","natal 2026","Músicas de Natal 2026 - Feliz Natal 2026 - As Canções Mais Bonitas do Natal","","","","","","2025-12-12 05:36:45","https://www.youtube.com/watch?v=I16-omwBgb8","","","Músicas de Natal 2026 - Feliz Natal 2026 - As Canções Mais Bonitas do Natal Músicas de Natal 2026 - Feliz Natal 2026 - As ...","Rio Pagode","UConu-bSPjOxSooGX0ZOpltg","https://www.youtube.com/channel/UConu-bSPjOxSooGX0ZOpltg","I16-omwBgb8","1799.0","40.0","0.0","0.0","1.0","PT1H11M37S","2d","hd","false","True","{}","rectangular","https://i.ytimg.com/vi/I16-omwBgb8/default.jpg","https://i.ytimg.com/vi/I16-omwBgb8/mqdefault.jpg","https://i.ytimg.com/vi/I16-omwBgb8/hqdefault.jpg","https://i.ytimg.com/vi/I16-omwBgb8/sddefault.jpg","https://i.ytimg.com/vi/I16-omwBgb8/maxresdefault.jpg","2025-11-04T12:00:37Z","pagode, pagode as melhores, samba e pagode","22","pt-PT","pcm","none","","https://en.wikipedia.org/wiki/Christian_music, https://en.wikipedia.org/wiki/Music","","","","","","","","","processed","public","youtube","True","True","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YouTube","video","natal 2026","Músicas Natalinas Em Português 🎄 Feliz Natal 2026 🎅 As Mais Belas Canções De Natal Em Português 2025","","","","","","2025-12-12 05:36:45","https://www.youtube.com/watch?v=c9iYS6IycHY","","","Músicas Natalinas Em Português Feliz Natal 2026 As Mais Belas Canções De Natal Em Português 2025 ...","Shirley Carvalhaes - GOSPEL","UCJ4mNBrdh9E4NseqN5MXCpA","https://www.youtube.com/channel/UCJ4mNBrdh9E4NseqN5MXCpA","c9iYS6IycHY","617.0","18.0","0.0","0.0","0.0","PT37M57S","2d","hd","false","False","{}","rectangular","https://i.ytimg.com/vi/c9iYS6IycHY/default.jpg","https://i.ytimg.com/vi/c9iYS6IycHY/mqdefault.jpg","https://i.ytimg.com/vi/c9iYS6IycHY/hqdefault.jpg","https://i.ytimg.com/vi/c9iYS6IycHY/sddefault.jpg","https://i.ytimg.com/vi/c9iYS6IycHY/maxresdefault.jpg","2025-10-11T09:00:54Z","","10","pt-BR","pt-BR","none","","https://en.wikipedia.org/wiki/Christian_music, https://en.wikipedia.org/wiki/Music","","","","","","","","","processed","public","youtube","True","True","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YouTube","video","natal 2026","Músicas Natalinas Em Português 🎅 Feliz Natal 2026  | MELHORES MUSICAS DE NATAL 2025 | BEST PLAYLIST®","","","","","","2025-12-12 05:36:45","https://www.youtube.com/watch?v=S6YN1y0esvo","","","natal NATAL EM FAMILIA! Feliz natal e que Deus o abençoe! A Melhor Playlist de natal que você verá e escutará! Pra animar seu ...","As PLAYlists do Anderson","UCnULe9W0LsEhOQCnbvC5OCA","https://www.youtube.com/channel/UCnULe9W0LsEhOQCnbvC5OCA","S6YN1y0esvo","552785.0","9076.0","0.0","0.0","250.0","PT51M","2d","hd","false","False","{}","rectangular","https://i.ytimg.com/vi/S6YN1y0esvo/default.jpg","https://i.ytimg.com/vi/S6YN1y0esvo/mqdefault.jpg","https://i.ytimg.com/vi/S6YN1y0esvo/hqdefault.jpg","https://i.ytimg.com/vi/S6YN1y0esvo/sddefault.jpg","https://i.ytimg.com/vi/S6YN1y0esvo/maxresdefault.jpg","2024-11-25T11:43:36Z","natel, cristmas, christimas, nascimento de jesus, natal catolico, natal evengelico, natal cristao, felis natal, paredao natal, jbl natal, teste natal","10","pt-PT","pt","none","","https://en.wikipedia.org/wiki/Christian_music, https://en.wikipedia.org/wiki/Music, https://en.wikipedia.org/wiki/Music_of_Latin_America","","","","","","","","","processed","public","youtube","True","True","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YouTube","video","natal 2026","Best Christmas Music Playlist 2026 🎁 Top Christmas Songs of All Time 🎄 Merry Christmas Songs 2026","","","","","","2025-12-12 05:36:45","https://www.youtube.com/watch?v=Te9keccsjMo","","","Best Christmas Music Playlist 2026 Top Christmas Songs of All Time Merry Christmas Songs 2026 #christmas ...","Jingle Bell Tunes","UC2edV1sW2gCOk-K1vlsKkvQ","https://www.youtube.com/channel/UC2edV1sW2gCOk-K1vlsKkvQ","Te9keccsjMo","235628.0","1567.0","0.0","0.0","79.0","PT1H25M37S","2d","hd","false","True","{}","rectangular","https://i.ytimg.com/vi/Te9keccsjMo/default.jpg","https://i.ytimg.com/vi/Te9keccsjMo/mqdefault.jpg","https://i.ytimg.com/vi/Te9keccsjMo/hqdefault.jpg","https://i.ytimg.com/vi/Te9keccsjMo/sddefault.jpg","https://i.ytimg.com/vi/Te9keccsjMo/maxresdefault.jpg","2025-10-11T10:00:46Z","christmas songs, christmas music, merry christmas, best christmas songs of all time, top christmas songs of all time, top 100 christmas songs, top 100 christmas songs of all time, christmas songs playlist, best christmas songs, christmas playlist, classic christmas songs, christmas songs medley, top christmas songs, noel songs, xmas songs, love to sing, top christmas songs playlist","10","en","en","none","","https://en.wikipedia.org/wiki/Christian_music, https://en.wikipedia.org/wiki/Music, https://en.wikipedia.org/wiki/Pop_music","","","","","","","","","processed","public","youtube","True","True","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YouTube","video","natal 2026","Melhores Músicas Clássicas de Natal de 2026 🎄 Feliz Natal 2026 🎁 Música Clássica","","","","","","2025-12-12 05:36:45","https://www.youtube.com/watch?v=hz8U_zDMwYk","","","Melhores Músicas Clássicas de Natal de 2026 Feliz Natal 2026 | Uma Seleção Encantadora de Música Clássica Festiva ...","Classical Genesis","UC0X5cHXGEt49jSt5G-LCr4A","https://www.youtube.com/channel/UC0X5cHXGEt49jSt5G-LCr4A","hz8U_zDMwYk","16647.0","345.0","0.0","0.0","7.0","PT2H3M3S","2d","hd","false","True","{}","rectangular","https://i.ytimg.com/vi/hz8U_zDMwYk/default.jpg","https://i.ytimg.com/vi/hz8U_zDMwYk/mqdefault.jpg","https://i.ytimg.com/vi/hz8U_zDMwYk/hqdefault.jpg","https://i.ytimg.com/vi/hz8U_zDMwYk/sddefault.jpg","https://i.ytimg.com/vi/hz8U_zDMwYk/maxresdefault.jpg","2025-12-07T19:29:18Z","classical genesis, classical music, ChristmasMusic, Natal2026, HarmoniasNatalinas","10","es","es","none","","https://en.wikipedia.org/wiki/Christian_music, https://en.wikipedia.org/wiki/Classical_music, https://en.wikipedia.org/wiki/Electronic_music, https://en.wikipedia.org/wiki/Music","","","2025-12-07T05:05:38Z","2025-12-07T07:08:38Z","2025-12-07T04:40:00Z","","","","processed","public","youtube","True","True","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YouTube","video","natal 2026","SAIU! PRÊMIOS DO NATAL FREE FIRE 2026, TODAS AS RECOMPENSAS DE NATAL DO FREE FIRE","","","","","","2025-12-12 05:36:45","https://www.youtube.com/watch?v=KbaHg9ptiLM","","","SAIU! PRÊMIOS DO NATAL FREE FIRE 2026, TODAS AS RECOMPENSAS DE NATAL DO FREE FIRE ➥Meu Instagram: ...","GamerHard","UCforu_DEbQ0YbfD6bKzHEvQ","https://www.youtube.com/channel/UCforu_DEbQ0YbfD6bKzHEvQ","KbaHg9ptiLM","9997.0","887.0","0.0","0.0","76.0","PT9M14S","2d","hd","false","True","{}","rectangular","https://i.ytimg.com/vi/KbaHg9ptiLM/default.jpg","https://i.ytimg.com/vi/KbaHg9ptiLM/mqdefault.jpg","https://i.ytimg.com/vi/KbaHg9ptiLM/hqdefault.jpg","https://i.ytimg.com/vi/KbaHg9ptiLM/sddefault.jpg","https://i.ytimg.com/vi/KbaHg9ptiLM/maxresdefault.jpg","2025-12-10T13:52:20Z","free fire, ff, novidades free fire, novidades ff, ff novidades, natal free fire, natal ff","20","pt-BR","pt-BR","none","","https://en.wikipedia.org/wiki/Action-adventure_game, https://en.wikipedia.org/wiki/Action_game, https://en.wikipedia.org/wiki/Role-playing_video_game, https://en.wikipedia.org/wiki/Video_game_culture","2025-12-10T00:00:00Z","","","","","","","","processed","public","youtube","True","True","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YouTube","video","natal 2026","Top Christmas Songs 2026 🎄 Merry Christmas 2026 🎁 Best Christmas Music Playlist 2026","","","","","","2025-12-12 05:36:45","https://www.youtube.com/watch?v=ieVctH14vAA","","","Welcome to Warm Christmas Top Christmas Songs 2026 Merry Christmas 2026 Best Christmas Music Playlist 2026 ...","Warm Christmas","UCv-GDm7DCeBqKAc9rKwVctQ","https://www.youtube.com/channel/UCv-GDm7DCeBqKAc9rKwVctQ","ieVctH14vAA","879688.0","5264.0","0.0","0.0","212.0","PT2H13M39S","2d","hd","true","True","{}","rectangular","https://i.ytimg.com/vi/ieVctH14vAA/default.jpg","https://i.ytimg.com/vi/ieVctH14vAA/mqdefault.jpg","https://i.ytimg.com/vi/ieVctH14vAA/hqdefault.jpg","https://i.ytimg.com/vi/ieVctH14vAA/sddefault.jpg","https://i.ytimg.com/vi/ieVctH14vAA/maxresdefault.jpg","2025-10-24T15:30:26Z","christmas music, christmas songs, xmas song, xmas, christmas, christmas music 2026, christmas song 2026, christmas background, christmas tree, christmas song, merry christmas, christmas carols, top christmas songs, christmas songs playlist, christmas songs forever, best christmas songs, christmas songs 2026, christmas music playlist, holiday music playlist, top christmas songs of all time, christmas songs medley, classic christmas songs, mariah carey, christmas playlist","10","en","en-US","none","","https://en.wikipedia.org/wiki/Christian_music, https://en.wikipedia.org/wiki/Music","","","2025-10-24T15:30:26Z","2025-10-24T17:45:56Z","2025-10-24T15:30:00Z","","","","processed","public","youtube","True","True","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YouTube","video","natal 2026","FELIPE AMORIM JANEIRO 2026 - FELIPE AMORIM CD DE NATAL FIM DE ANO 2025 - FELIPE AMORIM VERÃO 2026","","","","","","2025-12-12 05:36:45","https://www.youtube.com/watch?v=8avTnmhXaWQ","","","","Lw Hits","UCSzLw5triLcqvse0ABWoxOg","https://www.youtube.com/channel/UCSzLw5triLcqvse0ABWoxOg","8avTnmhXaWQ","3784.0","32.0","0.0","0.0","0.0","PT21M33S","2d","hd","false","True","{}","rectangular","https://i.ytimg.com/vi/8avTnmhXaWQ/default.jpg","https://i.ytimg.com/vi/8avTnmhXaWQ/mqdefault.jpg","https://i.ytimg.com/vi/8avTnmhXaWQ/hqdefault.jpg","https://i.ytimg.com/vi/8avTnmhXaWQ/sddefault.jpg","https://i.ytimg.com/vi/8avTnmhXaWQ/maxresdefault.jpg","2025-12-05T16:24:30Z","","10","pt-PT","pt-PT","none","","https://en.wikipedia.org/wiki/Music, https://en.wikipedia.org/wiki/Music_of_Latin_America, https://en.wikipedia.org/wiki/Pop_music","","","","","","","","","processed","public","youtube","True","True","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YouTube","video","natal 2026","BEAUTIFUL RELAXING CHRISTMAS MUSIC 2026 – Calm Piano Cover Timeless Holiday Songs for Relax &amp; Study","","","","","","2025-12-12 05:36:45","https://www.youtube.com/watch?v=j2qJftFVmv8","","","BEAUTIFUL RELAXING CHRISTMAS MUSIC 2026 – Calm Piano Cover Timeless Holiday Songs for Relax & Study Playlist: ...","Relaxing Christmas Music","UCkSZBfsYWvr3aOXmm599lDA","https://www.youtube.com/channel/UCkSZBfsYWvr3aOXmm599lDA","j2qJftFVmv8","481477.0","7258.0","0.0","0.0","172.0","PT3H9S","2d","hd","false","True","{}","rectangular","https://i.ytimg.com/vi/j2qJftFVmv8/default.jpg","https://i.ytimg.com/vi/j2qJftFVmv8/mqdefault.jpg","https://i.ytimg.com/vi/j2qJftFVmv8/hqdefault.jpg","https://i.ytimg.com/vi/j2qJftFVmv8/sddefault.jpg","https://i.ytimg.com/vi/j2qJftFVmv8/maxresdefault.jpg","2025-09-04T20:00:06Z","christmas music, relaxing christmas music, peaceful christmas music, instrumental christmas music, christmas songs, xmas song, xmas music, xmas, christmas, christmas ambience, christmas ambient, christmas background music, xmas background music, relaxing music, christmas music 2026, christmas song 2026, heavenly christmas music, christmas background, christmas tree, christmas morning, merry christmas, christmas carols, christmas piano, soft piano, relax, sleep, soothing music","22","en","en","none","","https://en.wikipedia.org/wiki/Christian_music, https://en.wikipedia.org/wiki/Music","","","2025-09-04T20:00:06Z","2025-09-04T23:02:36Z","2025-09-04T20:00:00Z","","","","processed","public","youtube","True","True","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YouTube","video","natal 2026","Top 60 Músicas De Natal 2026 ⛄🎄🎅 As Melhores Canções Natalinas 🎄🎁 Feliz Natal 2026","","","","","","2025-12-12 05:36:45","https://www.youtube.com/watch?v=EpwowpHfHbc","","","Top 60 Músicas De Natal 2026 ⛄     As Melhores Canções Natalinas Feliz Natal 2026 https://youtu.be/EpwowpHfHbc ...","Shirley Carvalhaes - GOSPEL","UCJ4mNBrdh9E4NseqN5MXCpA","https://www.youtube.com/channel/UCJ4mNBrdh9E4NseqN5MXCpA","EpwowpHfHbc","1011.0","21.0","0.0","0.0","7.0","PT1H30M3S","2d","hd","true","False","{}","rectangular","https://i.ytimg.com/vi/EpwowpHfHbc/default.jpg","https://i.ytimg.com/vi/EpwowpHfHbc/mqdefault.jpg","https://i.ytimg.com/vi/EpwowpHfHbc/hqdefault.jpg","https://i.ytimg.com/vi/EpwowpHfHbc/sddefault.jpg","https://i.ytimg.com/vi/EpwowpHfHbc/maxresdefault.jpg","2025-09-27T10:00:19Z","Top 60 Músicas De Natal 2026, Natal 2026, As Melhores Canções, Feliz Natal 2026, EpwowpHfHbc, Top 60, Músicas, brazil","10","pt-BR","pt-BR","none","","https://en.wikipedia.org/wiki/Christian_music, https://en.wikipedia.org/wiki/Music","","Brazil","","","","","","","processed","public","youtube","True","True","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YouTube","video","natal 2026","🎵PK❄️XD NATAL 2026 YA ☃️ KE WONG Y YA YANG 🎶","","","","","","2025-12-12 05:36:45","https://www.youtube.com/watch?v=jXXPbXTSVQk","","","PK❄️XD NATAL 2026 YA ☃️ KE WONG Y YA YANG #pkxd #pkxdarquivos #pkxdgame #pkxdlndonesia #pkxduniversd ...","PKXDAditya","UCuAPdn-hwW0uq24YVYGz_aQ","https://www.youtube.com/channel/UCuAPdn-hwW0uq24YVYGz_aQ","jXXPbXTSVQk","1.0","1.0","0.0","0.0","1.0","PT1M32S","2d","hd","false","False","{}","rectangular","https://i.ytimg.com/vi/jXXPbXTSVQk/default.jpg","https://i.ytimg.com/vi/jXXPbXTSVQk/mqdefault.jpg","https://i.ytimg.com/vi/jXXPbXTSVQk/hqdefault.jpg","https://i.ytimg.com/vi/jXXPbXTSVQk/sddefault.jpg","","2025-12-12T08:21:55Z","PKXD, PKXD 2019, PKXD 2021, PKXD 2022, PKXD 2023, PKXD 2024, PKXD 2025, PKXD Aditya, PKXD game, PKXD coba, PKXD update, PKXD 2020, PKXD NATAL 2025","20","id","en","none","","https://en.wikipedia.org/wiki/Casual_game, https://en.wikipedia.org/wiki/Video_game_culture","","","","","","","","","processed","public","youtube","True","True","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YouTube","video","natal 2026","🎁 FESTIVE SEASON CAMPAIGN 🎄A NOVA CAMPANHA DE NATAL NO EFOOTBALL 2026 🤩","","","","","","2025-12-12 05:36:45","https://www.youtube.com/watch?v=K5zTQhsOPN0","","","","BRIZY","UCcuvJcRbfzPadTBobTiwi2g","https://www.youtube.com/channel/UCcuvJcRbfzPadTBobTiwi2g","K5zTQhsOPN0","110.0","22.0","0.0","0.0","1.0","PT5M17S","2d","hd","false","True","{}","rectangular","https://i.ytimg.com/vi/K5zTQhsOPN0/default.jpg","https://i.ytimg.com/vi/K5zTQhsOPN0/mqdefault.jpg","https://i.ytimg.com/vi/K5zTQhsOPN0/hqdefault.jpg","https://i.ytimg.com/vi/K5zTQhsOPN0/sddefault.jpg","https://i.ytimg.com/vi/K5zTQhsOPN0/maxresdefault.jpg","2025-12-12T08:00:29Z","","20","pt-BR","pt-BR","none","","https://en.wikipedia.org/wiki/Sports_game, https://en.wikipedia.org/wiki/Video_game_culture","","","","","","","","","processed","public","youtube","True","True","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YouTube","video","natal 2026","04:20 #fy #gta #natal #2026","","","","","","2025-12-12 05:36:45","https://www.youtube.com/watch?v=5eViS9FINdk","","","","Ikans","UCbYOGq79sgIsABpsLUdm8fA","https://www.youtube.com/channel/UCbYOGq79sgIsABpsLUdm8fA","5eViS9FINdk","332.0","23.0","0.0","0.0","6.0","PT20S","2d","hd","false","False","{}","rectangular","https://i.ytimg.com/vi/5eViS9FINdk/default.jpg","https://i.ytimg.com/vi/5eViS9FINdk/mqdefault.jpg","https://i.ytimg.com/vi/5eViS9FINdk/hqdefault.jpg","https://i.ytimg.com/vi/5eViS9FINdk/sddefault.jpg","https://i.ytimg.com/vi/5eViS9FINdk/maxresdefault.jpg","2025-12-12T07:20:16Z","","22","pt-PT","pt-PT","none","","https://en.wikipedia.org/wiki/Action-adventure_game, https://en.wikipedia.org/wiki/Action_game, https://en.wikipedia.org/wiki/Video_game_culture","","","","","","","","","processed","public","youtube","True","True","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YouTube","video","natal 2026","02:00 vou continuar na minha escola 🙌#shortvideo #shorts #fyp #foryou #viral #viralvideo #edit","","","","","","2025-12-12 05:36:45","https://www.youtube.com/watch?v=oiyVRQubDok","","","12 de dezembro de 2025! Faltam 13 dias para o Natal e 20 dias para o Ano Novo! ✨ Mais um dia de contagem regressiva, ...","kelvy gootz3","UCU5I-d9US0nDAPAsaNCIDVA","https://www.youtube.com/channel/UCU5I-d9US0nDAPAsaNCIDVA","oiyVRQubDok","809.0","0.0","0.0","0.0","4.0","PT14S","2d","hd","false","False","{}","rectangular","https://i.ytimg.com/vi/oiyVRQubDok/default.jpg","https://i.ytimg.com/vi/oiyVRQubDok/mqdefault.jpg","https://i.ytimg.com/vi/oiyVRQubDok/hqdefault.jpg","https://i.ytimg.com/vi/oiyVRQubDok/sddefault.jpg","https://i.ytimg.com/vi/oiyVRQubDok/maxresdefault.jpg","2025-12-12T05:01:09Z","vou passar se ano, passar de ano, vou continuar na escola, amo Deus, shorts, edit, fyp, foryou, viral, shorts viral, viral shorts, 2026, 2026 good, 2025, natal","27","pt-PT","pt-BR","none","","https://en.wikipedia.org/wiki/Action-adventure_game, https://en.wikipedia.org/wiki/Action_game, https://en.wikipedia.org/wiki/Role-playing_video_game, https://en.wikipedia.org/wiki/Video_game_culture","","","","","","","","","processed","public","youtube","True","True","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YouTube","video","natal 2026","2026 natal 🥳🥳 #memes","","","","","","2025-12-12 05:36:45","https://www.youtube.com/watch?v=KbbcFHPm3sA","","","","pkll_11ap","UCgavTkXHO6YSuubnYWjmDxQ","https://www.youtube.com/channel/UCgavTkXHO6YSuubnYWjmDxQ","KbbcFHPm3sA","16.0","2.0","0.0","0.0","0.0","PT14S","2d","hd","false","False","{}","rectangular","https://i.ytimg.com/vi/KbbcFHPm3sA/default.jpg","https://i.ytimg.com/vi/KbbcFHPm3sA/mqdefault.jpg","https://i.ytimg.com/vi/KbbcFHPm3sA/hqdefault.jpg","https://i.ytimg.com/vi/KbbcFHPm3sA/sddefault.jpg","https://i.ytimg.com/vi/KbbcFHPm3sA/maxresdefault.jpg","2025-12-12T04:59:47Z","","22","id","id","none","","https://en.wikipedia.org/wiki/Entertainment","","","","","","","","","processed","public","youtube","True","True","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
